message,label,processed_message
So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,ham,tell coulda real valentin wasnt u never pick noth
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam,phoni £ award today voda number end xxxx select receiv £ award match pleas call quot claim code standard rate app
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",ham,made eta taunton plan hope that‘ still okday good see xx
I'm hungry buy smth home...,ham,im hungri buy smth home
"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",ham,hey kate hope ur ok give u buz wedlunch go outsomewher adrink towncud go watershd bit ppl fromwrk bthere love petexxx
My drive can only be read. I need to write,ham,drive read need write
"Just looked it up and addie goes back Monday, sucks to be her",ham,look addi goe back monday suck
Happy new year. Hope you are having a good semester,ham,happi new year hope good semest
Esplanade lor. Where else...,ham,esplanad lor els
Can you talk with me..,ham,talk
"Hmph. Go head, big baller.",ham,hmph go head big baller
Well its not like you actually called someone a punto. That woulda been worse.,ham,well like actual call someon punto woulda wors
"Nope. Since ayo travelled, he has forgotten his guy",ham,nope sinc ayo travel forgotten guy
You still around? Looking to pick up later,ham,still around look pick later
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam,cd u congratul ur award £ cd gift voucher £ gift guarante freeentri £ wkli draw xt music tnc wwwldewcomwinppmxag
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,ham,there someon year ltgt toyota camri like mr olayiwola mileag ltgt kit clean need know much sell rais dough soon land sell holla back
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,ham,guess pub im im happi pig clover whatev say
ILL B DOWN SOON,ham,ill b soon
Oh k. . I will come tomorrow,ham,oh k come tomorrow
Go fool dont cheat others ok,ham,go fool dont cheat other ok
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",ham,mobil numberpl sm ur mail idconvey regard achanammarakheshqatar
"By the way, 'rencontre' is to meet again. Mountains dont....",ham,way rencontr meet mountain dont
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,spam,guarante £ cash £ prize claim yr prize call custom servic repres ampm cost p
U attend ur driving lesson how many times a wk n which day?,ham,u attend ur drive lesson mani time wk n day
"Uncle G, just checking up on you. Do have a rewarding month",ham,uncl g check reward month
Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,ham,hello boytoy geeee im miss today like send tm remind im think love love kiss
I think the other two still need to get cash but we can def be ready by 9,ham,think two still need get cash def readi
Hey gals...U all wanna meet 4 dinner at nìte? ,ham,hey galsu wanna meet dinner nìte
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam,dear xxxxxxx uve invit xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,ham,babe talk think good boy miss love
Great! How is the office today?,ham,great offic today
"It's cool, we can last a little while. Getting more any time soon?",ham,cool last littl get time soon
:-( sad puppy noise,ham,sad puppi nois
Yes its possible but dint try. Pls dont tell to any one k,ham,ye possibl dint tri pl dont tell one k
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham,anyway holla whenev your around need excus go creep peopl sarasota
Where you. What happen,ham,happen
I was gonna ask you lol but i think its at 7,ham,gonna ask lol think
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,spam,ur cashbal current pound maxim ur cashin send go pmeg cc hgsuiteland rowwjhl
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam,privat account statement show unredeem sim point call identifi codexx expir
Go chase after her and run her over while she's crossing the street,ham,go chase run she cross street
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam,id like tell deepest darkest fantasi call pmin stop text call nat rate
Is there coming friday is leave for pongal?do you get any news from your work place.,ham,come friday leav pongaldo get news work place
Hey... Very inconvenient for your sis a not huh?,ham,hey inconveni si huh
Ok i vl..do u know i got adsense approved..,ham,ok vldo u know got adsens approv
"* Was really good to see you the other day dudette, been missing you!",ham,realli good see day dudett miss
I want to go to perumbavoor,ham,want go perumbavoor
How many times i told in the stage all use to laugh. You not listen aha.,ham,mani time told stage use laugh listen aha
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam,wont believ true incred txt repli g learn truli amaz thing blow mind ofwd ptxt
(You didn't hear it from me),ham,didnt hear
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham,thank talk saturday dear cherish brother role model
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,ham,pl clarifi back open return ticket prepon go back kerala
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam,natali f invit friend repli ye see wwwsmsacunataliek stop send stop frnd
She ran off with a younger man. we will make pretty babies together :),ham,ran younger man make pretti babi togeth
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,spam,jamster get free wallpap text heart tc appli need help call
O ic lol. Should play 9 doors sometime yo,ham,ic lol play door sometim yo
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",ham,dunno dad said come home bring us lunch yup go w u lor call u reach school lor
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham,sent jd custom servic cum account execut ur mail id detail contact us
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham,desir u go doctor liver get bit stylish get ur hair manag that
Hmmm.still we dont have opener?,ham,hmmmstill dont open
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham,yeah basic time next week get away mom amp get
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",ham,edison rightli said fool ask question wise man answer know us speechless viva gmgngegnt
I will vote for wherever my heart guides me,ham,vote wherev heart guid
With my sis lor... We juz watched italian job.,ham,si lor juz watch italian job
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",ham,tick tick tick could die loneli know pout stomp feet need
Lmao you know me so well...,ham,lmao know well
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer calloptoutlf
Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,ham,train back northampton im afraid im stay skyve today ho ho around wednesday though fanci comedi club week way
Goodnight da thangam I really miss u dear.,ham,goodnight da thangam realli miss u dear
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,ham,hey next sun there basic yoga cours bugi go pilat intro next sat tell time r free
"Geeeee ... Your internet is really bad today, eh ?",ham,geeeee internet realli bad today eh
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam,free video camera phone half price line rental mth cross ntwk min txt call mobileupd calloptout
I think i am disturbing her da,ham,think disturb da
"Sorry, I'll call you  later. I am in meeting sir.",ham,sorri ill call later meet sir
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,ham,havent stuck orchard dad car go dinner u leh r free tonight
Ok i also wan 2 watch e 9 pm show...,ham,ok also wan watch e pm show
I dunno lei... Like dun haf...,ham,dunno lei like dun haf
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,ham,brother transfer ltgt ltgt pa
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,ham,call later afternoon onword mtnl servic get problem south mumbai hear cannt listen
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam,£ uk break accommodationvouch term condit appli claim mustprovid claim number
